,Values of area
2498,328188
2499,158243
2500,300526
2501,867733
2502,905883
2503,417587
2504,446514
2505,638048
2506,76549
2507,265453
2508,744829
2509,443232
2510,280550
2511,849658
2512,355587
2513,343609
2514,938651
2515,365133
2516,634530
2517,529655
2518,14776
2519,928537
2520,339573
2521,427604
2522,57758
2523,514289
2524,359633
2525,311692
2526,336978
2527,53013
2528,526032
2529,145658
2530,848838
2531,807354
2532,84440
2533,742463
2534,19725
2535,387313
2536,747406
2537,763226
2538,131892
2539,869961
2540,850245
2541,168918
2542,185646
2543,882461
2544,779983
2545,295725
2546,337800
2547,474041
2548,676139
2549,570787
2550,639091
2551,142647
2552,408848
2553,381567
2554,690417
2555,12930
2556,300887
2557,539188
2558,908804
2559,963001
2560,340090
2561,69870
2562,753542
2563,852059
2564,356160
2565,424469
2566,558734
2567,661514
2568,116295
2569,966554
2570,644013
2571,984960
2572,201233
2573,466223
2574,569627
2575,730820
2576,898787
2577,962193
2578,495433
2579,657106
2580,578844
2581,155415
2582,612979
2583,736518
2584,91642
2585,545760
2586,636422
2587,579334
2588,608636
2589,974081
2590,429898
2591,893304
2592,675688
2593,561086
2594,252493
2595,347754
2596,849622
2597,786190
2598,116324
2599,758216
2600,290385
2601,553224
2602,135250
2603,878852
2604,549935
2605,40065
2606,322202
2607,19961
2608,676407
2609,198515
2610,576192
2611,121995
2612,169843
2613,968247
2614,589884
2615,487156
2616,110105
2617,499284
2618,816996
2619,134653
2620,249159
2621,853951
2622,402631
2623,608695
2624,266998
2625,475828
2626,118901
2627,159578
2628,558399
2629,430595
2630,921071
2631,776938
2632,6342
2633,147572
2634,969952
2635,519320
2636,324491
2637,427489
2638,48733
2639,44113
2640,482491
2641,560488
2642,132853
2643,872066
2644,953177
2645,707011
2646,384411
2647,438342
2648,928632
2649,359512
2650,558526
2651,452381
2652,991441
2653,495395
2654,397125
2655,914606
2656,700617
2657,500238
2658,395617
2659,149038
2660,13377
2661,306908
2662,416304
2663,21467
2664,748230
2665,503790
2666,588725
2667,626695
2668,455451
2669,998321
2670,224693
2671,481686
2672,150061
2673,6482
2674,956331
2675,374557
2676,877036
2677,323281
2678,760694
2679,787360
2680,121788
2681,248508
2682,853713
2683,778749
2684,985933
2685,167891
2686,233920
2687,406058
2688,558361
2689,718688
2690,29228
2691,387099
2692,420132
2693,740679
2694,666223
2695,475631
2696,717617
2697,449201
2698,568003
2699,738024
2700,750344
2701,737520
2702,758697
2703,292373
2704,307609
2705,497638
2706,590626
2707,436903
2708,606088
2709,699080
2710,145697
2711,162128
2712,772700
2713,266547
2714,713981
2715,325704
2716,151926
2717,410432
2718,186927
2719,541889
2720,124136
2721,606514
2722,663367
2723,548518
2724,895387
2725,48447
2726,563517
2727,640363
2728,463844
2729,549025
2730,602173
2731,272348
2732,644405
2733,937844
2734,844379
2735,485733
2736,297492
2737,365489
2738,389614
2739,596190
2740,579315
2741,544913
2742,359065
2743,774972
2744,779830
2745,462047
2746,627112
2747,270587
2748,871068
2749,202770
2750,899517
2751,42460
2752,952539
2753,59729
2754,920862
2755,382403
2756,486345
2757,959714
2758,761540
2759,502508
2760,469176
2761,583250
2762,8035
2763,528162
2764,24453
2765,432815
2766,20791
2767,266376
2768,475636
2769,922630
2770,2737
2771,291477
2772,170547
2773,123108
2774,753007
2775,647494
2776,611807
2777,50166
2778,413506
2779,700406
2780,431285
2781,92303
2782,768787
2783,434612
2784,41764
2785,468868
2786,145085
2787,874414
2788,264633
2789,121286
2790,13532
2791,103654
2792,152938
2793,286452
2794,501658
2795,660842
2796,242523
2797,818939
2798,351365
2799,171987
2800,549169
2801,747637
2802,596358
2803,816216
2804,437602
2805,871300
2806,929923
2807,74491
2808,270810
2809,51421
2810,330410
2811,495057
2812,217267
2813,569965
2814,951760
2815,749069
2816,880267
2817,943412
2818,632291
2819,843807
2820,629006
2821,517600
2822,39361
2823,799742
2824,467551
2825,475496
2826,955869
2827,122802
2828,269782
2829,103858
2830,249958
2831,6121
2832,84326
2833,830488
2834,86211
2835,59694
2836,565042
2837,629357
2838,874816
2839,956534
2840,890135
2841,241702
2842,849473
2843,182414
2844,554099
2845,389294
2846,797452
2847,306819
2848,79948
2849,622773
2850,249246
2851,584326
2852,952313
2853,644360
2854,677978
2855,105694
2856,891130
2857,934557
2858,176008
2859,537234
2860,30489
2861,549394
2862,804925
2863,920292
2864,387172
2865,29505
2866,331411
2867,780814
2868,89460
2869,171764
2870,535370
2871,267015
2872,632757
2873,421594
2874,829843
2875,806506
2876,423583
2877,526059
2878,686016
2879,940942
2880,694929
2881,566471
2882,262733
2883,160354
2884,913921
2885,140085
2886,510108
2887,911082
2888,712239
2889,865968
2890,54441
2891,596496
2892,67402
2893,238916
2894,187817
2895,228729
2896,838230
2897,101936
2898,746642
2899,322499
2900,461175
2901,700780
2902,505795
2903,76530
2904,291362
2905,389058
2906,676083
2907,205226
2908,442718
2909,297445
2910,738364
2911,59144
2912,458156
2913,580565
2914,490098
2915,76925
2916,900897
2917,676124
2918,212551
2919,866024
2920,69654
2921,979503
2922,301488
2923,557827
2924,923519
2925,358100
2926,284282
2927,130501
2928,447062
2929,27764
2930,367209
2931,424800
2932,745194
2933,737709
2934,225563
2935,993260
2936,970820
2937,199161
2938,229577
2939,27908
2940,639929
2941,161228
2942,934057
2943,392043
2944,606656
2945,460365
2946,798491
2947,30761
2948,563483
2949,166328
2950,631681
2951,362441
2952,601897
2953,645974
2954,906075
2955,854487
2956,369945
2957,408465
2958,501466
2959,613087
2960,356860
2961,457381
2962,521688
2963,351405
2964,80850
2965,850832
2966,421773
2967,992327
2968,266680
2969,567530
2970,299781
2971,982302
2972,825102
2973,580682
2974,210025
2975,103101
2976,288659
2977,36266
2978,449614
2979,805349
2980,854135
2981,98408
2982,417222
2983,883571
2984,270950
2985,259241
2986,497508
2987,36075
2988,319943
2989,763302
2990,24976
2991,346955
2992,778773
2993,752579
2994,58467
2995,368085
2996,845269
2997,143965
2998,749096
2999,47050
3000,44535
3001,228121
3002,325798
3003,766562
3004,476788
3005,607861
3006,312779
3007,259132
3008,622307
3009,865443
3010,529037
3011,82665
3012,80288
3013,287515
3014,474408
3015,47930
3016,212256
3017,863151
3018,615076
3019,982756
3020,751762
3021,236825
3022,188127
3023,460264
3024,861015
3025,935581
3026,185623
3027,67967
3028,397908
3029,802329
3030,658070
3031,445951
3032,190301
3033,990377
3034,682636
3035,403090
3036,637739
3037,982018
3038,233042
3039,924054
3040,354197
3041,805523
3042,785148
3043,254115
3044,123211
3045,366971
3046,301697
3047,739535
3048,127684
3049,449244
3050,323286
3051,58965
3052,330893
3053,181977
3054,657389
3055,78393
3056,622177
3057,555026
3058,374145
3059,677574
3060,85340
3061,779926
3062,223382
3063,702905
3064,935574
3065,588281
3066,353872
3067,384092
3068,530748
3069,224212
3070,192950
3071,220373
3072,252112
3073,554058
3074,762006
3075,355433
3076,279515
3077,581222
3078,975937
3079,3553
3080,498544
3081,172133
3082,475266
3083,957078
3084,906113
3085,638191
3086,785948
3087,435692
3088,195322
3089,841816
3090,548458
3091,463425
3092,716732
3093,458641
3094,797753
3095,53943
3096,165960
3097,728378
3098,6140
3099,923486
3100,557749
3101,538527
3102,226432
3103,294114
3104,844582
3105,911994
3106,189467
3107,151280
3108,15968
3109,241280
3110,572644
3111,54273
3112,916610
3113,12089
3114,70747
3115,119686
3116,321189
3117,844227
3118,127365
3119,461316
3120,409749
3121,23704
3122,12123
3123,907766
3124,28660
3125,332444
3126,148361
3127,875520
3128,747577
3129,654409
3130,423028
3131,726847
3132,809631
3133,328315
3134,149877
3135,743533
3136,610138
3137,583648
3138,984343
3139,804771
3140,839409
3141,197614
3142,140511
3143,603750
3144,414384
3145,245162
3146,950919
3147,767134
3148,861441
3149,587362
3150,27388
3151,900821
3152,250759
3153,810832
3154,288458
3155,898252
3156,653225
3157,240962
3158,324749
3159,892988
3160,78471
3161,502414
3162,846171
3163,929415
3164,642159
3165,363282
3166,979460
3167,708760
3168,692053
3169,127339
3170,224627
3171,708206
3172,705983
3173,454098
3174,690467
3175,523712
3176,148586
3177,567821
3178,925722
3179,229381
3180,256352
3181,416723
3182,916346
3183,150238
3184,854961
3185,25733
3186,630577
3187,767472
3188,365052
3189,201052
3190,571997
3191,99416
3192,410409
3193,412886
3194,821074
3195,959101
3196,745942
3197,332704
3198,561394
3199,19558
3200,482212
3201,658577
3202,684648
3203,288352
3204,833037
3205,93496
3206,729064
3207,658731
3208,678587
3209,97386
3210,424876
3211,91033
3212,478704
3213,205998
3214,482584
3215,887527
3216,599103
3217,565237
3218,815331
3219,374874
3220,276143
3221,958687
3222,988652
3223,66787
3224,349266
3225,838671
3226,767442
3227,295035
3228,114742
3229,350524
3230,162481
3231,947726
3232,332417
3233,961336
3234,901959
3235,763553
3236,940041
3237,182445
3238,663962
3239,26010
3240,619169
3241,737013
3242,398424
3243,576144
3244,25518
3245,858452
3246,74507
3247,236290
3248,657623
3249,694747
3250,531992
3251,676969
3252,952333
3253,102758
3254,110959
3255,830077
3256,782079
3257,745015
3258,195125
3259,435025
3260,843466
3261,554529
3262,227844
3263,857512
3264,730461
3265,241223
3266,982042
3267,481376
3268,134899
3269,897332
3270,434243
3271,898013
3272,17149
3273,173030
3274,929546
3275,35549
3276,685913
3277,688696
3278,523109
3279,912285
3280,381416
3281,987898
3282,201041
3283,919310
3284,298353
3285,262778
3286,768675
3287,321151
3288,52982
3289,557489
3290,706432
3291,53381
3292,674584
3293,310946
3294,379699
3295,280638
3296,578891
3297,835529
3298,7619
3299,626624
3300,981367
3301,881212
3302,758662
3303,601353
3304,449706
3305,918737
3306,531084
3307,654513
3308,788921
3309,642159
3310,630257
3311,605269
3312,261490
3313,494634
3314,788423
3315,850956
3316,978251
3317,594690
3318,990392
3319,265064
3320,754806
3321,923235
3322,500359
3323,977702
3324,130250
3325,884291
3326,946860
3327,714011
3328,838997
3329,753967
3330,254450
3331,604079
3332,505156
3333,593198
3334,698934
3335,312
3336,210702
3337,494029
3338,157949
3339,575769
3340,738461
3341,794700
3342,500532
3343,223850
3344,989491
3345,478931
3346,732323
3347,468950
3348,967402
3349,298269
3350,199302
3351,120734
3352,251040
3353,189587
3354,534381
3355,219910
3356,309076
3357,701270
3358,382676
3359,462878
3360,473713
3361,114107
3362,931312
3363,590872
3364,136559
3365,693966
3366,876107
3367,374872
3368,865544
3369,898695
3370,729885
3371,973946
3372,150385
3373,330855
3374,441342
3375,617082
3376,863148
3377,373645
3378,266540
3379,804245
3380,415558
3381,54033
3382,585489
3383,59354
3384,359015
3385,790818
3386,193965
3387,197562
3388,990504
3389,894968
3390,299375
3391,300304
3392,579205
3393,472475
3394,331788
3395,820517
3396,605322
3397,32157
3398,183233
3399,451561
3400,535749
3401,768651
3402,800337
3403,573038
3404,86807
3405,203838
3406,914021
3407,995904
3408,600564
3409,58103
3410,244847
3411,455310
3412,940315
3413,549552
3414,481042
3415,74834
3416,350640
3417,70058
3418,627589
3419,784261
3420,74430
3421,255318
3422,466339
3423,611857
3424,110490
3425,324980
3426,815952
3427,259974
3428,769932
3429,597775
3430,645811
3431,715500
3432,884071
3433,83461
3434,607309
3435,305215
3436,122276
3437,165910
3438,506878
3439,961193
3440,269450
3441,267543
3442,68517
3443,784405
3444,633836
3445,729097
3446,546770
3447,479251
3448,34496
3449,881677
3450,131061
3451,736010
3452,215756
3453,147424
3454,19282
3455,425805
3456,690382
3457,693860
3458,642903
3459,354934
3460,52554
3461,553968
3462,307424
3463,964535
3464,21010
3465,577870
3466,238829
3467,612709
3468,248956
3469,595149
3470,422425
3471,386270
3472,459951
3473,867956
3474,415407
3475,145187
3476,373860
3477,353983
3478,36407
3479,382096
3480,348257
3481,920321
3482,60704
3483,840407
3484,806315
3485,756938
3486,300568
3487,262362
3488,813273
3489,567830
3490,731688
3491,556357
3492,864668
3493,355506
3494,523819
3495,330557
3496,79902
3497,777935
3498,658150
3499,675977
3500,380014
3501,315305
3502,885845
3503,248086
3504,627897
3505,694106
3506,636881
3507,634906
3508,567426
3509,145529
3510,390157
3511,107871
3512,519327
3513,488472
3514,642797
3515,767199
3516,310877
3517,491064
3518,894827
3519,425448
3520,51309
3521,442068
3522,426009
3523,888638
3524,439182
3525,89115
3526,97326
3527,377437
3528,107235
3529,335699
3530,168810
3531,380770
3532,885573
3533,25076
3534,93238
3535,80793
3536,89
3537,308519
3538,61130
3539,980616
3540,476213
3541,899901
3542,135818
3543,439625
3544,790910
3545,760163
3546,963105
3547,172611
3548,772529
3549,851569
3550,930350
3551,253574
3552,198929
3553,412242
3554,618469
3555,873817
3556,797950
3557,697348
3558,303688
3559,844172
3560,379403
3561,379712
3562,333186
3563,553540
3564,947706
3565,28203
3566,232674
3567,443994
3568,941892
3569,849480
3570,723096
3571,269375
3572,939039
3573,376553
3574,683264
3575,5712
3576,45941
3577,533977
